Employee_Name,EmpID,MarriedID,GenderID,DeptID,New PayRate (hour),PositionID,State,DOB,DateofHire,DateofTermination,TermReason,EmploymentStatus,ManagerID,RecruitmentSource,PerformanceScore,EmpSatisfaction,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,PerformanceScore_Norm,PerformanceScore_Scaled,EmpSatisfaction_Scaled,Tenure,Age,AgeGroup
" Waters, Carley     ",9005900238,0,0,5,29.099999999999998,20,MA,1986-05-25,2014-12-05,,N/A - still employed,Leave of Absence,14,Professional Society,Fully Meets,3,10450,13667,13774,7699,14344,12242,4498,16847,12799,14606,12188,4038,3,0.6666666666666666,0.5,9.778082191780822,38,30-39
" Harrison, Kadyn     ",9069710237,1,1,5,26.0,20,MA,1978-11-25,2010-08-30,,N/A - still employed,Leave of Absence,14,Other,Fully Meets,4,18796,5634,11453,6349,2920,16515,19063,15701,12472,14693,8616,9733,3,0.6666666666666666,0.75,14.046575342465754,45,40-49
" Ware, Demarcus     ",9052250236,0,1,5,29.0,20,MA,1958-11-07,2013-07-01,2016-02-21,retiring,Voluntarily Terminated,12,Other,Exceeds,4,14405,7799,17613,11288,19552,15428,14779,17989,8673,8596,6472,11701,4,1.0,0.75,2.643835616438356,65,60-69
" Daniels, Devon     ",9064650235,0,0,5,31.2,20,MA,1979-03-10,2012-02-04,2014-04-09,military,Voluntarily Terminated,12,MBTA ads,Fully Meets,3,10980,9207,15812,5060,2741,14582,5335,8669,15964,17042,11408,3540,3,0.6666666666666666,0.5,2.1780821917808217,45,40-49
" Heath, Odin     ",9056750234,1,1,5,25.0,20,MA,1985-06-29,2011-08-15,,N/A - still employed,Active,12,MBTA ads,Poor,3,12471,12567,2983,12395,13868,14293,10660,17620,6669,19283,14567,11069,1,0.0,0.5,13.087671232876712,39,30-39
" Mahoney, Bryanna     ",9034510233,0,0,5,30.0,20,MA,1969-09-08,2014-07-07,,N/A - still employed,Active,12,Professional Society,Exceeds,3,8504,5528,17979,6676,1230,12262,2516,2055,18319,1146,18193,12844,4,1.0,0.5,10.191780821917808,55,50-59
" Thompson, Ashlynn     ",9081200232,1,1,5,29.0,20,MA,1964-10-12,2010-04-26,,N/A - still employed,Active,12,Professional Society,Exceeds,3,11477,14107,19658,15471,2103,16203,19904,5387,7913,17277,7638,7569,4,1.0,0.5,14.391780821917807,59,50-59
" Duke, Ansley     ",9051360231,1,1,5,25.0,20,MA,1981-08-31,2011-05-16,2013-07-01,unhappy,Voluntarily Terminated,12,Word of Mouth,Poor,5,12340,3150,3397,9086,12947,14408,15717,16194,2483,17333,4138,2995,1,0.0,1.0,2.128767123287671,43,40-49
" Schmidt, Emery     ",9031300230,1,0,5,26.4,20,MA,1985-03-15,2011-10-01,2012-02-07,unhappy,Voluntarily Terminated,11,Vendor Referral,Fully Meets,3,15020,11760,10321,13580,17453,16751,12274,13333,1661,18257,16284,17819,3,0.6666666666666666,0.5,0.35342465753424657,39,30-39
" Vaughan, Adalyn     ",9030640229,1,0,5,33.6,20,MA,1989-07-18,2011-05-07,2011-09-15,unhappy,Voluntarily Terminated,11,Vendor Referral,Needs Improvement,3,12325,15508,9061,12022,8372,6495,10463,14945,7446,12521,5941,15950,2,0.3333333333333333,0.5,0.3589041095890411,35,30-39
" Lloyd, Chase     ",9082690228,1,0,5,27.599999999999998,20,MA,1986-12-10,2011-05-07,2011-08-19,Another position,Voluntarily Terminated,11,Newspager/Magazine,Fully Meets,4,19425,8161,17547,17122,5693,10444,7907,18885,9909,18158,13226,7370,3,0.6666666666666666,0.75,0.28493150684931506,37,30-39
" Delacruz, Hallie     ",9094070227,0,0,5,27.599999999999998,20,MA,1976-09-22,2011-02-21,2013-01-04,unhappy,Voluntarily Terminated,11,Newspager/Magazine,Fully Meets,4,16016,16441,18410,5794,16807,13423,19327,15656,6109,19557,3057,9967,3,0.6666666666666666,0.75,1.8712328767123287,48,40-49
" Atkins, Tia     ",9035730226,0,0,5,34.8,20,MA,1981-10-01,2011-05-16,2013-06-24,hours,Voluntarily Terminated,11,Search Engine - Google Bing Yahoo,Fully Meets,3,7122,19011,1033,17131,11430,3892,11133,6399,11980,3213,18699,5602,3,0.6666666666666666,0.5,2.1095890410958904,42,40-49
" Nicholson, Nia     ",9096460225,0,0,5,34.8,20,MA,1980-03-02,2012-05-03,2015-04-06,return to school,Voluntarily Terminated,11,Employee Referral,Fully Meets,4,3154,17823,8446,19429,15278,18822,16382,9979,2265,12318,4124,16011,3,0.6666666666666666,0.75,2.926027397260274,44,40-49
" Reyes, Alvin     ",9044600224,0,1,5,25.0,19,MA,1987-05-24,2011-10-01,2011-05-15,hours,Voluntarily Terminated,39,Newspager/Magazine,Fully Meets,5,19865,13933,17516,16419,6367,2373,15354,1124,13387,7286,1877,17091,3,0.6666666666666666,1.0,-0.38082191780821917,37,30-39
" Case, Cassidy     ",9022020223,0,0,5,18.0,19,MA,1975-04-03,2009-04-27,2013-01-04,Another position,Voluntarily Terminated,39,Diversity Job Fair,Fully Meets,5,11485,4529,19098,15010,19330,4349,12992,14576,10619,4538,14567,8107,3,0.6666666666666666,1.0,3.6931506849315068,49,40-49
" Fields, Hamza     ",9079320222,0,0,5,18.24,19,MA,1975-03-10,2013-09-30,,N/A - still employed,Leave of Absence,0,Search Engine - Google Bing Yahoo,Fully Meets,5,10040,19171,17763,13954,1813,3245,6593,8089,5890,15515,19224,17360,3,0.6666666666666666,1.0,10.95890410958904,49,40-49
" Horn, Lamont     ",9062240221,1,0,5,26.4,19,MA,1973-01-12,2011-11-28,,N/A - still employed,Active,0,Search Engine - Google Bing Yahoo,Exceeds,5,11085,12959,16436,13276,9486,2666,3193,19803,16062,6875,12984,7866,4,1.0,1.0,12.8,51,50-59
" White, Rayne     ",9056240220,0,0,5,28.799999999999997,19,MA,1988-03-17,2011-10-01,,N/A - still employed,Active,0,Search Engine - Google Bing Yahoo,Needs Improvement,5,6796,6568,6405,10042,8034,14833,17345,12411,13394,16820,12423,2305,2,0.3333333333333333,1.0,12.95890410958904,36,30-39
" Hahn, Diya     ",9077290219,0,1,5,18.0,19,MA,1989-05-02,2011-09-26,2014-04-04,return to school,Voluntarily Terminated,39,Search Engine - Google Bing Yahoo,Fully Meets,5,6669,14515,17605,8739,1876,7426,13114,1021,16165,17565,16649,16303,3,0.6666666666666666,1.0,2.5232876712328767,35,30-39
" Hansen, Johnathon     ",9037610218,0,0,5,22.8,19,MA,1973-02-14,2011-07-11,2015-11-14,Another position,Voluntarily Terminated,39,Diversity Job Fair,Exceeds,3,11358,3062,9941,12781,7209,13670,13433,2260,8100,2441,6943,17147,4,1.0,0.5,4.347945205479452,51,50-59
" Pittman, Zoey     ",9030270217,1,0,5,26.4,19,MA,1973-12-08,2011-09-26,2015-04-06,more money,Voluntarily Terminated,39,Diversity Job Fair,Exceeds,5,5198,3926,2930,17605,17196,3746,3199,2857,15987,10897,16124,6327,4,1.0,1.0,3.5287671232876714,50,50-59
" Franco, Dominique     ",9020370216,0,0,5,23.7,19,MA,1952-08-18,2012-09-01,2015-12-15,retiring,Voluntarily Terminated,39,Search Engine - Google Bing Yahoo,Fully Meets,4,8158,14492,15072,15217,11102,8854,11444,18056,2999,7074,4874,12689,3,0.6666666666666666,0.75,3.287671232876712,72,
" Curtis, Reece     ",9075090215,1,1,5,15.0,19,MA,1974-08-09,2012-02-04,2015-06-25,military,Voluntarily Terminated,39,Monster.com,Needs Improvement,4,6038,10790,9219,19523,19335,15271,10516,4550,13944,10375,16655,18663,2,0.3333333333333333,0.75,3.389041095890411,50,50-59
" Osborn, Kaylah     ",9001810214,1,0,5,24.0,19,MA,1955-04-14,2011-07-11,2014-05-17,military,Voluntarily Terminated,39,Diversity Job Fair,Fully Meets,3,10388,2584,17963,17213,18029,2240,14203,19551,5009,17035,16121,8884,3,0.6666666666666666,0.5,2.852054794520548,69,60-69
" Beck, Deborah     ",9080130213,1,0,5,28.2,19,MA,1977-10-31,2011-05-16,2015-08-06,unhappy,Voluntarily Terminated,39,Billboard,Fully Meets,3,16137,16999,16668,7063,5833,11672,10782,3605,5767,1472,16017,2131,3,0.6666666666666666,0.5,4.227397260273973,46,40-49
" Golden, Reuben     ",9079290212,0,1,5,23.5,19,MA,1983-08-24,2013-08-07,2014-04-09,retiring,Voluntarily Terminated,0,Billboard,Fully Meets,4,12265,8238,1105,18285,1683,10434,3471,19929,12570,9996,18908,15240,3,0.6666666666666666,0.75,0.6712328767123288,41,40-49
" Hays, Dillon     ",9097790211,0,1,5,22.0,19,MA,1979-04-06,2013-08-07,,N/A - still employed,Leave of Absence,0,MBTA ads,Fully Meets,5,8778,3664,18231,8362,9242,17855,8118,17965,9767,11572,12793,10243,3,0.6666666666666666,1.0,11.106849315068493,45,40-49
" Schroeder, Alisha     ",9036710210,0,0,5,19.2,19,MA,1989-09-08,2011-11-07,2011-06-09,return to school,Voluntarily Terminated,0,MBTA ads,Fully Meets,4,17668,2029,4202,19305,2189,1542,15458,14182,2353,3052,8424,14129,3,0.6666666666666666,0.75,-0.4136986301369863,35,30-39
" Rush, Bentley     ",9045660209,0,0,5,24.0,19,MA,1985-04-06,2015-05-07,2016-01-04,military,Voluntarily Terminated,22,Newspager/Magazine,Fully Meets,3,4000,13102,16745,11164,15286,8998,9870,14024,15567,17906,13188,3087,3,0.6666666666666666,0.5,0.663013698630137,39,30-39
" Pham, Alexia     ",9095880208,1,1,5,19.0,19,MA,1982-10-07,2015-05-01,,N/A - still employed,Active,22,Word of Mouth,Fully Meets,3,10815,14144,18657,4911,18202,7792,17094,5172,11446,10191,11190,15231,3,0.6666666666666666,0.5,9.375342465753425,41,40-49
" Roberts, Roselyn     ",9053310207,1,1,5,21.0,19,MA,1974-12-21,2009-05-01,2010-07-30,relocation out of area,Voluntarily Terminated,22,Word of Mouth,Fully Meets,5,11658,19083,6277,18827,14648,16082,5933,15611,14342,12389,15178,18880,3,0.6666666666666666,1.0,1.2465753424657535,49,40-49
" Chambers, Ayden     ",9096550206,0,1,5,21.0,19,MA,1984-12-31,2011-09-26,2012-07-04,more money,Voluntarily Terminated,22,Word of Mouth,Fully Meets,5,3770,5574,2812,11440,6083,10235,13992,1091,1711,6873,17053,9100,3,0.6666666666666666,1.0,0.7726027397260274,39,30-39
" Serrano, Kaitlynn     ",9062660205,0,1,5,22.0,19,MA,1979-11-24,2014-02-17,,N/A - still employed,Active,22,Pay Per Click - Google,Needs Improvement,5,1847,10844,16102,1690,11142,2633,12302,1269,1623,5998,2187,4658,2,0.3333333333333333,1.0,10.575342465753424,44,40-49
" White, Jefferson     ",9039490204,0,0,5,24.0,19,MA,1976-09-22,2015-03-30,,N/A - still employed,Active,22,Monster.com,Fully Meets,3,10328,7664,18587,9925,8924,9181,12326,8343,9017,7392,11710,1974,3,0.6666666666666666,0.5,9.463013698630137,48,40-49
" Grant, Maria     ",9082750203,0,0,5,18.3,19,MA,1981-03-26,2011-05-07,2011-09-26,unhappy,Voluntarily Terminated,22,Internet Search,Fully Meets,4,11518,6519,16239,8868,2944,5543,7494,14214,4827,2587,18992,13570,3,0.6666666666666666,0.75,0.38904109589041097,43,40-49
" Ibarra, Bryanna     ",9034860202,0,1,5,15.25,19,MA,1976-01-19,2013-09-30,,N/A - still employed,Active,22,Billboard,Fully Meets,4,10215,10182,17818,13571,12535,2126,4275,16537,2576,16003,5716,11076,3,0.6666666666666666,0.75,10.95890410958904,48,40-49
" Zavala, Sophie     ",9039330201,1,1,5,17.0,19,MA,1959-08-19,2011-07-11,,N/A - still employed,Active,22,Monster.com,Fully Meets,4,9119,9396,12447,19970,18644,4388,7758,2321,2078,16340,16033,8313,3,0.6666666666666666,0.75,13.183561643835617,65,60-69
" Grant, Amya     ",9029900200,1,1,5,24.0,19,MA,1977-03-23,2011-11-28,,N/A - still employed,Active,22,Word of Mouth,Fully Meets,4,10730,13321,9723,15989,4928,10866,7138,1669,2103,6895,19776,6991,3,0.6666666666666666,0.75,12.8,47,40-49
" Neal, Jaydan     ",9061090199,1,0,5,22.8,19,MA,1990-10-01,2015-03-30,,N/A - still employed,Active,22,Word of Mouth,Fully Meets,4,6182,19542,3404,18456,16241,7431,2362,15859,18027,8356,2572,16693,3,0.6666666666666666,0.75,9.463013698630137,33,30-39
" Ramirez, Amiyah     ",9051590198,1,1,5,17.0,19,MA,1983-09-02,2012-02-04,,N/A - still employed,Active,22,Word of Mouth,Needs Improvement,4,11581,11396,12155,8229,5621,6671,4815,11776,11860,6712,5761,10139,2,0.3333333333333333,0.75,12.613698630136986,41,40-49
" Holt, Kai     ",9085770197,0,0,5,23.7,19,MA,1987-04-10,2016-06-07,,N/A - Has not started yet,Future Start,22,Newspager/Magazine,Fully Meets,5,2960,16220,15783,10347,13570,5021,13160,3117,4629,14161,6611,16751,3,0.6666666666666666,1.0,8.271232876712329,37,30-39
" Wilson, Brendon     ",9050430196,0,0,5,23.7,19,MA,1951-01-02,2014-09-29,,N/A - still employed,Future Start,22,Search Engine - Google Bing Yahoo,Fully Meets,5,14948,18894,8581,12247,6015,12888,18634,7841,15482,1104,5786,17893,3,0.6666666666666666,1.0,9.961643835616439,73,
" Short, Nancy     ",9090410195,0,1,5,18.0,19,MA,1977-07-15,2012-09-24,2013-06-04,Another position,Voluntarily Terminated,22,Search Engine - Google Bing Yahoo,Fully Meets,4,19076,10025,6807,4074,8861,3073,7184,10222,4124,7937,5265,17465,3,0.6666666666666666,0.75,0.6931506849315069,47,40-49
" Wilkins, Isabella     ",9088890194,0,1,5,18.0,19,MA,1983-07-10,2011-05-07,,N/A - still employed,Active,22,MBTA ads,Exceeds,5,1869,18765,13782,2947,16288,7191,1650,19642,3171,16265,4070,17649,4,1.0,1.0,13.361643835616439,41,40-49
" Moss, Mayra     ",9024360193,0,1,5,20.0,19,MA,1987-01-31,2012-08-13,,N/A - still employed,Active,22,Information Session,Exceeds,5,17893,13659,6120,15465,10376,14512,9779,6068,6848,14164,18828,13248,4,1.0,1.0,12.09041095890411,37,30-39
" Silva, Hunter     ",9082780192,0,0,5,16.8,19,MA,1982-08-25,2011-10-01,2015-01-09,career change,Voluntarily Terminated,20,Information Session,Fully Meets,4,3107,11890,19919,1623,17582,1260,14761,5034,16015,13127,1755,2202,3,0.6666666666666666,0.75,3.276712328767123,42,40-49
" Cisneros, Julien     ",9036760191,0,1,5,14.0,19,MA,1987-03-18,2011-04-04,2012-08-13,Another position,Voluntarily Terminated,20,Word of Mouth,Fully Meets,5,18566,6957,13586,19312,17841,10515,13411,1641,4468,8916,14884,18558,3,0.6666666666666666,1.0,1.3616438356164384,37,30-39
" Waters, Aron     ",9037660190,0,1,5,16.0,19,MA,1970-09-22,2012-09-24,2013-06-18,unhappy,Voluntarily Terminated,20,Billboard,Fully Meets,5,10783,14954,3513,9557,7432,15107,13971,18518,16187,10261,12457,16561,3,0.6666666666666666,1.0,0.7315068493150685,54,50-59
" Singh, Brayden     ",9076450189,0,0,5,22.8,19,MA,1984-10-15,2011-05-16,2011-04-06,Another position,Voluntarily Terminated,20,Social Networks - Facebook Twitter etc,Fully Meets,4,11448,12416,11499,3721,13706,3553,19269,15461,17199,3899,3150,5492,3,0.6666666666666666,0.75,-0.1095890410958904,39,30-39
" Palmer, Karma     ",9067690188,0,0,5,22.2,19,MA,1980-09-30,2014-03-31,2016-01-05,performance,Terminated for Cause,20,Professional Society,Poor,2,14962,1065,13366,11795,19389,6060,5942,13798,16067,5579,17766,16489,1,0.0,0.25,1.7671232876712328,43,40-49
" Reyes, Stanley     ",9038340187,0,0,5,22.2,19,MA,1987-01-07,2013-07-01,,N/A - still employed,Active,20,Professional Society,Fully Meets,3,2193,18695,7004,7865,14377,19511,1138,17291,11931,16973,7072,12682,3,0.6666666666666666,0.5,11.208219178082192,37,30-39
" Hayden, Levi     ",9059070186,0,0,5,28.799999999999997,19,MA,1979-01-17,2011-09-26,,N/A - still employed,Active,20,Monster.com,Fully Meets,3,6680,1501,17181,2981,2339,11865,18391,5218,11807,8339,15601,19662,3,0.6666666666666666,0.5,12.972602739726028,45,40-49
" Leach, Brenden     ",9086340185,0,0,5,25.2,19,MA,1966-03-22,2013-09-30,,N/A - still employed,Active,20,Employee Referral,Fully Meets,5,11686,11392,18771,15817,12212,17219,6469,7573,14031,9880,18744,13389,3,0.6666666666666666,1.0,10.95890410958904,58,50-59
" Erickson, Jakobe     ",9068630184,1,0,5,28.799999999999997,19,MA,1974-10-09,2013-08-19,,N/A - still employed,Leave of Absence,20,Employee Referral,Fully Meets,5,16916,11735,10126,7400,6769,17852,1765,8213,16680,12350,3914,10053,3,0.6666666666666666,1.0,11.073972602739726,49,40-49
" Strickland, Adyson     ",9010530183,1,1,5,18.0,19,MA,1980-04-18,2013-08-07,,N/A - still employed,Leave of Absence,20,On-campus Recruiting,Fully Meets,4,19144,2029,19841,11953,18419,17867,10318,14076,18336,2134,8064,1062,3,0.6666666666666666,0.75,11.106849315068493,44,40-49
" Wilkins, Annabel     ",9004090182,0,1,5,17.0,19,MA,1991-09-05,2011-04-04,2013-06-06,military,Voluntarily Terminated,20,Search Engine - Google Bing Yahoo,Fully Meets,3,17777,12837,11298,13409,2564,4925,7656,6221,18652,17127,14985,2628,3,0.6666666666666666,0.5,2.175342465753425,33,30-39
" Braun, Kendra     ",9061770181,1,0,5,18.0,19,MA,1979-08-12,2011-11-07,2012-09-23,performance,Voluntarily Terminated,20,Search Engine - Google Bing Yahoo,Fully Meets,3,11456,7880,4952,15542,2027,19822,15473,10200,11866,15890,18434,11996,3,0.6666666666666666,0.5,0.8794520547945206,45,40-49
" Kerr, Chace     ",9075720180,0,0,5,24.0,19,MA,1969-10-30,2013-11-11,,N/A - still employed,Leave of Absence,20,Diversity Job Fair,Fully Meets,3,7368,17871,3323,2089,17186,2243,1650,13705,12787,18534,6728,3618,3,0.6666666666666666,0.5,10.843835616438357,54,50-59
" Bridges, Uriah     ",9025410179,0,0,5,26.4,19,MA,1974-02-21,2012-02-04,2012-09-19,unhappy,Voluntarily Terminated,20,Diversity Job Fair,Fully Meets,3,14312,10414,5599,1644,7505,12580,15757,10582,10913,18622,17486,1540,3,0.6666666666666666,0.5,0.6246575342465753,50,50-59
" Small, Paula     ",9071420178,0,1,5,16.0,19,MA,1969-10-02,2012-09-01,2015-06-27,relocation out of area,Voluntarily Terminated,20,Diversity Job Fair,Fully Meets,3,5787,7489,17882,8952,1375,18786,15623,18022,18421,3107,5694,7107,3,0.6666666666666666,0.5,2.819178082191781,54,50-59
" Oliver, Dakota     ",9070260177,0,0,5,24.0,19,MA,1983-07-30,2011-10-01,2011-05-14,Another position,Voluntarily Terminated,19,Social Networks - Facebook Twitter etc,Fully Meets,4,7944,8756,11950,18063,5580,15585,6890,13754,4455,19792,19723,7038,3,0.6666666666666666,0.75,-0.3835616438356164,41,40-49
" Yoder, Selena     ",9094700176,0,0,5,29.4,19,MA,1965-02-02,2013-11-11,2014-03-31,retiring,Voluntarily Terminated,19,Employee Referral,Fully Meets,5,18910,1246,18714,10340,9236,6792,14403,16872,12913,9611,7454,3420,3,0.6666666666666666,1.0,0.3835616438356164,59,50-59
" Flowers, Kaila     ",9093600175,0,0,5,19.2,19,MA,1985-01-07,2011-10-01,,N/A - still employed,Active,19,Glassdoor,Needs Improvement,3,14195,4915,5304,4052,14654,1754,16450,16497,1862,3463,12076,1051,2,0.3333333333333333,0.5,12.95890410958904,39,30-39
" Ramirez, Dashawn     ",9002560174,1,0,5,19.2,19,MA,1973-09-23,2010-04-26,,N/A - still employed,Active,19,Search Engine - Google Bing Yahoo,Fully Meets,3,1849,5392,2239,19788,10821,12503,19833,14020,14504,18430,5509,16760,3,0.6666666666666666,0.5,14.391780821917807,51,50-59
" Ray, Meghan     ",9099950173,1,1,5,21.0,19,MA,1977-04-08,2014-12-05,,N/A - still employed,Leave of Absence,19,On-campus Recruiting,Fully Meets,3,10702,14180,6892,8937,8335,7106,10413,8987,5629,3901,12665,8166,3,0.6666666666666666,0.5,9.778082191780822,47,40-49
" Palmer, Jasiah     ",9006510172,0,0,5,20.4,19,MA,1986-07-07,2014-06-01,,N/A - still employed,Active,19,Newspager/Magazine,Fully Meets,4,17896,15897,7914,14871,8914,3630,4600,9046,8647,6379,16253,13927,3,0.6666666666666666,0.75,10.29041095890411,38,30-39
" Hawkins, Jaiden     ",9068430171,0,1,5,14.0,19,MA,1977-11-10,2014-02-17,,N/A - still employed,Active,19,On-campus Recruiting,Fully Meets,3,5216,11012,11236,3648,10113,16425,18235,19813,4577,15928,17788,16114,3,0.6666666666666666,0.5,10.575342465753424,46,40-49
" Miranda, Monserrat     ",9041710170,0,1,5,19.0,19,MA,1984-01-04,2012-08-13,,N/A - still employed,Active,19,On-campus Recruiting,Fully Meets,4,3661,17984,4002,10756,15300,11339,12381,18265,19698,12255,4976,16526,3,0.6666666666666666,0.75,12.09041095890411,40,40-49
" Lynch, Johnathon     ",9071850169,0,0,5,20.4,19,MA,1992-06-18,2013-11-11,,N/A - still employed,Active,19,Glassdoor,Fully Meets,5,4755,6288,18856,2713,19366,19215,14243,6907,17073,4562,14094,2757,3,0.6666666666666666,1.0,10.843835616438357,32,30-39
" Murray, Dayanara     ",9077860168,0,0,5,27.599999999999998,19,MA,1986-06-10,2012-02-20,,N/A - still employed,Active,19,Newspager/Magazine,Fully Meets,4,17880,17299,3139,14916,17769,10150,12937,1054,16964,17689,7415,12102,3,0.6666666666666666,0.75,12.56986301369863,38,30-39
" Sawyer, Alessandro     ",9007660167,0,0,5,27.599999999999998,19,MA,1982-11-15,2014-12-05,,N/A - still employed,Active,19,Newspager/Magazine,Fully Meets,4,17721,12911,3263,11600,7359,1824,8297,8558,14586,13231,18879,6970,3,0.6666666666666666,0.75,9.778082191780822,41,40-49
" Hogan, Kaylen     ",9034160166,0,0,5,25.2,19,MA,1988-05-31,2011-03-10,,N/A - still employed,Active,19,Pay Per Click - Google,Fully Meets,4,11080,12384,16219,12429,6764,4230,9356,18107,16951,9674,19816,8867,3,0.6666666666666666,0.75,13.520547945205479,36,30-39
" Michael, Karley     ",9040070165,0,0,5,26.4,19,MA,1958-12-27,2013-08-19,,N/A - still employed,Active,19,Pay Per Click - Google,Fully Meets,3,16262,14179,15945,2809,17461,18168,3671,3667,16820,1803,5771,2533,3,0.6666666666666666,0.5,11.073972602739726,65,60-69
" Parks, Erik     ",9025810164,0,0,5,26.4,19,MA,1983-02-18,2013-09-30,,N/A - still employed,Active,19,Billboard,Fully Meets,4,13221,11740,7604,4437,4506,19358,8848,15721,12270,19212,10632,16821,3,0.6666666666666666,0.75,10.95890410958904,41,40-49
" Bennett, Violet     ",9043530163,1,0,5,26.4,19,MA,1986-06-03,2011-09-26,2016-08-02,gross misconduct,Terminated for Cause,19,Employee Referral,Exceeds,4,3185,3983,7055,7600,11890,5069,15226,7093,1051,17399,14098,18700,4,1.0,0.75,4.854794520547945,38,30-39
" Morgan, Cannon     ",9073040162,1,1,5,21.0,19,MA,1985-03-14,2014-02-17,2014-04-09,Another position,Terminated for Cause,18,On-campus Recruiting,Fully Meets,3,6001,11376,16429,1654,4777,17219,7004,1106,18731,1830,17053,5456,3,0.6666666666666666,0.5,0.13972602739726028,39,30-39
